"Rating","Style","Name","Num Reviews","Locations","Link","Brewery","Light","Dark","Roasted","Sweet","Bitter","Carbonation","Fruit","Spice","Sour","Smokey","Total Count"
"84","Extra Special / Strong Bitter (ESB)","Renewale","14","{'California': 1, 'Washington': 5, 'Oregon': 6, 'Idaho': 1, 'British Columbia (Canada)': 1}","http://beeradvocate.com/beer/profile/14400/88474/?sort=topr","2013 Extra Special Bitter","38","15","3","51","37","26","12","1","2","4","189"
"84","Extra Special / Strong Bitter (ESB)","Portsmouth Extra Special Bitter","23","{'Pennsylvania': 2, 'Virginia': 1, 'Illinois': 3, 'New York': 2, 'New Hampshire': 4, 'Massachusetts': 4, 'California': 1, 'Germany': 1, 'Minnesota': 1, 'Maine': 3, 'Texas': 1}","http://beeradvocate.com/beer/profile/596/7770/?sort=topr","Portsmouth Brewery","61","37","4","93","57","47","26","3","0","1","329"
"85","Extra Special / Strong Bitter (ESB)","Jennings Sneck Lifter","33","{'Netherlands': 1, 'Australia': 6, 'United Kingdom (Scotland)': 1, 'South Africa': 2, 'United Arab Emirates': 1, 'Alberta (Canada)': 4, 'Florida': 1, 'Virginia': 2, 'Nebraska': 1, 'New York': 1, 'California': 2, 'Oregon': 1, 'Ireland': 1, 'Ohio': 1, 'United Kingdom (England)': 5, 'United Kingdom (Northern Ireland)': 1, 'United Kingdom (Wales)': 1, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/1303/9118/?sort=topr","Jennings Brothers PLC","63","103","38","136","73","67","22","14","7","5","528"
"78","Extra Special / Strong Bitter (ESB)","Red Ale","15","{'Arizona': 6, 'Iowa': 1, 'Colorado': 1, 'New Jersey': 1, 'Pennsylvania': 1, 'California': 1, 'New Mexico': 2, 'Ohio': 1, 'Maryland': 1}","http://beeradvocate.com/beer/profile/23675/63189/?sort=topr","Lumberyard Brewing Company","25","15","5","58","45","34","15","1","1","0","199"
"89","Extra Special / Strong Bitter (ESB)","Oliver's ESB","28","{'Korea (North)': 1, 'Georgia': 1, 'Pennsylvania': 4, 'Virginia': 3, 'Oregon': 2, 'New Jersey': 3, 'Connecticut': 1, 'District of Columbia': 1, 'California': 1, 'Kentucky': 3, 'South Carolina': 1, 'Maryland': 5, 'North Carolina': 2}","http://beeradvocate.com/beer/profile/1140/13307/?sort=topr","Pratt Street Ale House","47","60","11","75","58","36","10","3","1","0","301"
"92","Extra Special / Strong Bitter (ESB)","Naughty Hildegard ESB","22","{'Netherlands': 1, 'Pennsylvania': 1, 'Quebec (Canada)': 1, 'Alberta (Canada)': 1, 'Ontario (Canada)': 3, 'British Columbia (Canada)': 15}","http://beeradvocate.com/beer/profile/18858/56157/?sort=topr","Driftwood Brewery","50","35","7","80","99","47","28","9","5","0","360"
"92","Extra Special / Strong Bitter (ESB)","Blue Point Extra Special Bitter","30","{'Australia': 1, 'Pennsylvania': 1, 'Virginia': 1, 'North Carolina': 2, 'Illinois': 1, 'New Jersey': 2, 'Connecticut': 1, 'New York': 15, 'California': 1, 'Massachusetts': 1, 'District of Columbia': 1, 'South Carolina': 1, 'Maryland': 2}","http://beeradvocate.com/beer/profile/764/6623/?sort=topr","Blue Point Brewing Company","72","55","15","107","83","57","16","0","3","1","409"
"86","Extra Special / Strong Bitter (ESB)","Seven Giraffes","22","{'United Kingdom (Scotland)': 5, 'Pennsylvania': 1, 'United Kingdom (England)': 3, 'Michigan': 1, 'Minnesota': 1, 'Oregon': 1, 'France': 1, 'Sweden': 3, 'Massachusetts': 1, 'Maryland': 1, 'United Kingdom (Northern Ireland)': 1, 'United Kingdom (Wales)': 1, 'Ontario (Canada)': 2}","http://beeradvocate.com/beer/profile/12142/40903/?sort=topr","Williams Brothers Brewing Company","81","25","16","69","85","56","52","7","4","0","395"
"88","Extra Special / Strong Bitter (ESB)","Founders Empire Strikes Bitter","10","{'Pennsylvania': 1, 'Michigan': 3, 'North Carolina': 1, 'Illinois': 2, 'New York': 1, 'Ontario (Canada)': 2}","http://beeradvocate.com/beer/profile/1199/55702/?sort=topr","Founders Brewing Company","48","17","4","42","55","20","18","0","0","1","205"
"82","Extra Special / Strong Bitter (ESB)","Stone Cat E.S.B.","31","{'Colorado': 1, 'California': 1, 'Pennsylvania': 3, 'Michigan': 1, 'Florida': 1, 'Virginia': 2, 'Illinois': 1, 'New Jersey': 1, 'New York': 1, 'New Hampshire': 1, 'Massachusetts': 12, 'West Virginia': 1, 'Indiana': 2, 'Rhode Island': 3}","http://beeradvocate.com/beer/profile/162/337/?sort=topr","Ipswich Ale Brewery","71","34","13","77","70","53","26","5","2","1","352"
"83","Extra Special / Strong Bitter (ESB)","Bitter Druid ESB","11","{'Indiana': 10, 'Ohio': 1}","http://beeradvocate.com/beer/profile/20672/52195/?sort=topr","Sun King Brewing Company","27","8","0","32","35","14","0","1","2","0","119"
"87","Extra Special / Strong Bitter (ESB)","Russell Blood Alley Bitter","18","{'Manitoba (Canada)': 2, 'Netherlands': 1, 'Quebec (Canada)': 1, 'Alberta (Canada)': 4, 'Hawaii': 1, 'Ontario (Canada)': 4, 'British Columbia (Canada)': 5}","http://beeradvocate.com/beer/profile/4045/65021/?sort=topr","Russell Brewing Company","51","16","12","60","85","49","21","2","5","0","301"
"87","Extra Special / Strong Bitter (ESB)","The People's Pint Extra Special Bitter (ESB)","31","{'Vermont': 1, 'Arizona': 1, 'Colorado': 1, 'New Jersey': 1, 'Oregon': 1, 'Rhode Island': 1, 'Pennsylvania': 1, 'New York': 2, 'New Hampshire': 1, 'Massachusetts': 16, 'California': 1, 'Germany': 1, 'Maine': 1, 'Ontario (Canada)': 2}","http://beeradvocate.com/beer/profile/231/3540/?sort=topr","The People's Pint","50","51","20","69","90","49","38","4","8","1","380"
"81","Extra Special / Strong Bitter (ESB)","Shepherd Neame 1698 Celebration Ale","26","{'Netherlands': 1, 'United Kingdom (Scotland)': 2, 'Michigan': 1, 'Virginia': 1, 'North Carolina': 1, 'France': 1, 'Sweden': 4, 'Australia': 4, 'California': 1, 'Oregon': 1, 'Ireland': 1, 'Switzerland': 1, 'United Kingdom (England)': 6, 'United Kingdom (Northern Ireland)': 1}","http://beeradvocate.com/beer/profile/138/3687/?sort=topr","Shepherd Neame Ltd","74","34","13","84","52","46","30","6","6","1","346"
"84","Extra Special / Strong Bitter (ESB)","Minnesota Special Bitter","12","{'Pennsylvania': 1, 'Minnesota': 10, 'Illinois': 1}","http://beeradvocate.com/beer/profile/29442/83974/?sort=topr","Badger Hill Brewing Company","34","17","5","31","47","20","13","4","1","1","173"
"77","Extra Special / Strong Bitter (ESB)","Marshmellow","23","{'Georgia': 2, 'Pennsylvania': 1, 'Michigan': 1, 'Wyoming': 1, 'Minnesota': 1, 'Nova Scotia (Canada)': 2, 'Illinois': 3, 'New Jersey': 3, 'California': 2, 'Indiana': 1, 'South Carolina': 1, 'Ohio': 1, 'United Kingdom (England)': 3, 'Louisiana': 1}","http://beeradvocate.com/beer/profile/16419/39753/?sort=topr","Oxfordshire Ales","58","26","10","84","36","50","35","2","7","0","308"
"87","Extra Special / Strong Bitter (ESB)","ESB","7","{'California': 1, 'Texas': 4, 'Illinois': 2}","http://beeradvocate.com/beer/profile/458/53781/?sort=topr","Real Ale Brewing Company","10","9","1","22","25","10","8","1","0","1","87"
"83","Extra Special / Strong Bitter (ESB)","Boréale Cuivrée","25","{'Arizona': 1, 'Pennsylvania': 2, 'Quebec (Canada)': 11, 'Illinois': 1, 'Australia': 1, 'Massachusetts': 3, 'Ohio': 1, 'Ontario (Canada)': 5}","http://beeradvocate.com/beer/profile/599/6883/?sort=topr","Brasseurs Du Nord Inc.","48","25","7","95","32","49","13","6","2","1","278"
"83","Extra Special / Strong Bitter (ESB)","Blue Bell Bitter","25","{'Arizona': 1, 'Iowa': 1, 'United Kingdom (Scotland)': 1, 'New Jersey': 2, 'Alaska': 1, 'Oregon': 4, 'Pennsylvania': 1, 'New York': 1, 'California': 9, 'North Carolina': 1, 'Wisconsin': 1, 'United Kingdom (England)': 1, 'Texas': 1}","http://beeradvocate.com/beer/profile/463/4647/?sort=topr","Magnolia Pub &amp; Brewery","50","22","6","43","42","37","21","7","3","3","234"
"86","Extra Special / Strong Bitter (ESB)","Wilson Creek ESB","17","{'Georgia': 1, 'Pennsylvania': 1, 'Virginia': 1, 'North Carolina': 8, 'New York': 3, 'Massachusetts': 1, 'South Carolina': 1, 'Indiana': 1}","http://beeradvocate.com/beer/profile/7753/54594/?sort=topr","Olde Hickory Brewery","57","34","5","95","44","37","25","3","1","3","304"
"84","Extra Special / Strong Bitter (ESB)","Velvet ESB","7","{'Australia': 1, 'Pennsylvania': 2, 'Washington': 1, 'Oregon': 1, 'Illinois': 1, 'British Columbia (Canada)': 1}","http://beeradvocate.com/beer/profile/16353/49609/?sort=topr","Hopworks Urban Brewery","22","6","4","38","23","14","6","0","1","0","114"
"80","Extra Special / Strong Bitter (ESB)","St. Charles Extra Special Bitter","20","{'Iowa': 1, 'Colorado': 3, 'Pennsylvania': 1, 'Missouri': 2, 'Florida': 1, 'Virginia': 1, 'Kentucky': 1, 'Illinois': 1, 'Connecticut': 1, 'Tennessee': 1, 'California': 1, 'Massachusetts': 2, 'Ohio': 1, 'Indiana': 1, 'Texas': 2}","http://beeradvocate.com/beer/profile/986/5144/?sort=topr","Wynkoop Brewing Company","65","30","4","61","44","34","13","0","0","1","252"
"80","Extra Special / Strong Bitter (ESB)","Meyer ESB","17","{'Australia': 2, 'Virginia': 1, 'Oregon': 1, 'Illinois': 1, 'California': 5, 'Massachusetts': 2, 'Ohio': 1, 'Texas': 2, 'Ontario (Canada)': 2}","http://beeradvocate.com/beer/profile/910/3135/?sort=topr","Thirsty Bear Brewing Company","31","24","8","53","33","25","9","1","1","0","185"
"81","Extra Special / Strong Bitter (ESB)","Dogbite Bitter","17","{'Vermont': 1, 'Arizona': 1, 'Colorado': 2, 'Pennsylvania': 3, 'Rhode Island': 1, 'New Jersey': 1, 'Connecticut': 3, 'New York': 1, 'New Hampshire': 1, 'Massachusetts': 1, 'Maryland': 1, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/860/2717/?sort=topr","The Vermont Pub &amp; Brewery","30","15","7","49","50","21","9","0","1","0","182"
"87","Extra Special / Strong Bitter (ESB)","Mitchell's Extra Special Bitter","18","{'Australia': 1, 'Quebec (Canada)': 2, 'Alberta (Canada)': 3, 'California': 1, 'Saskatchewan (Canada)': 1, 'British Columbia (Canada)': 8, 'Ontario (Canada)': 2}","http://beeradvocate.com/beer/profile/3447/7967/?sort=topr","Spinnakers Gastro Brewpub &amp; Guesthouse","31","36","7","52","43","37","20","4","2","1","233"
"84","Extra Special / Strong Bitter (ESB)","Holgate ESB","21","{'Alberta (Canada)': 1, 'Australia': 19, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/2563/40710/?sort=topr","Holgate Brewhouse / Keatings Hotel","48","37","3","82","64","55","22","1","3","0","315"
"76","Extra Special / Strong Bitter (ESB)","Heron Ale","25","{'Colorado': 1, 'New Jersey': 1, 'Virginia': 1, 'North Carolina': 1, 'Pennsylvania': 2, 'New Hampshire': 3, 'Massachusetts': 15, 'Missouri': 1}","http://beeradvocate.com/beer/profile/226/7103/?sort=topr","Nashoba Valley Winery","77","16","6","60","84","42","31","2","14","1","333"
"79","Extra Special / Strong Bitter (ESB)","Extra Special Bitter","17","{'Australia': 4, 'Virginia': 1, 'Tennessee': 1, 'Georgia': 2, 'California': 6, 'Missouri': 1, 'Louisiana': 2}","http://beeradvocate.com/beer/profile/870/26311/?sort=topr","Moylan's Brewery","82","14","3","59","45","30","26","1","3","2","265"
"82","Extra Special / Strong Bitter (ESB)","Blueline Series: Extra Special Birthday","14","{'Washington': 9, 'Idaho': 1, 'Oregon': 3, 'Maine': 1}","http://beeradvocate.com/beer/profile/18134/73010/?sort=topr","Redhook Ale Brewery","25","22","5","38","26","27","19","18","3","1","184"
"83","Extra Special / Strong Bitter (ESB)","Old Bob","22","{'Australia': 2, 'United Kingdom (Scotland)': 4, 'Pennsylvania': 1, 'Michigan': 1, 'Florida': 1, 'Virginia': 2, 'New Jersey': 1, 'Sweden': 1, 'California': 1, 'Massachusetts': 1, 'Switzerland': 1, 'United Kingdom (England)': 5, 'United Kingdom (Wales)': 1}","http://beeradvocate.com/beer/profile/3099/7415/?sort=topr","T.D.Ridley &amp; Sons Limited","43","47","8","69","50","45","37","7","4","1","311"
"78","Extra Special / Strong Bitter (ESB)","Mata Hari (Wicked Women Series)","23","{'Iowa': 1, 'Georgia': 5, 'Italy': 1, 'New Jersey': 1, 'Oregon': 1, 'North Carolina': 2, 'Illinois': 1, 'Pennsylvania': 1, 'New York': 2, 'New Hampshire': 1, 'Massachusetts': 1, 'California': 4, 'United Kingdom (England)': 1, 'Texas': 1}","http://beeradvocate.com/beer/profile/7036/31860/?sort=topr","Brewster's Brewing Co Ltd","54","29","4","63","52","45","40","2","28","0","317"
"82","Extra Special / Strong Bitter (ESB)","Golden Sheep Pale Ale","20","{'Australia': 1, 'United Kingdom (Scotland)': 3, 'Oregon': 1, 'Massachusetts': 1, 'Switzerland': 1, 'United Kingdom (England)': 8, 'United Kingdom (Northern Ireland)': 5}","http://beeradvocate.com/beer/profile/1417/11328/?sort=topr","Black Sheep Brewery PLC","87","26","15","72","58","56","38","3","4","1","360"
"87","Extra Special / Strong Bitter (ESB)","Beak's Best","11","{'Indiana': 9, 'California': 1, 'Kentucky': 1}","http://beeradvocate.com/beer/profile/2504/8293/?sort=topr","New Albanian Brewing Company Pizzeria and Public House","22","15","4","48","35","20","0","2","1","0","147"
"82","Extra Special / Strong Bitter (ESB)","Witchtree E.S.B.","14","{'Wisconsin': 1, 'Pennsylvania': 1, 'Saskatchewan (Canada)': 1, 'Minnesota': 8, 'Rhode Island': 1, 'Missouri': 1, 'Illinois': 1}","http://beeradvocate.com/beer/profile/1169/10521/?sort=topr","Fitger's Brewhouse","19","13","2","30","30","12","3","3","1","2","115"
"86","Extra Special / Strong Bitter (ESB)","Tower ESB","14","{'Georgia': 1, 'Colorado': 9, 'Oklahoma': 1, 'Nebraska': 1, 'Tennessee': 1, 'New York': 1}","http://beeradvocate.com/beer/profile/2695/24280/?sort=topr","Bull &amp; Bush Pub &amp; Brewery","25","12","6","41","36","22","8","3","1","1","155"
"83","Extra Special / Strong Bitter (ESB)","Rainbow Trout ESB","19","{'Wisconsin': 1, 'Colorado': 1, 'Florida': 1, 'Virginia': 2, 'North Carolina': 9, 'Missouri': 1, 'South Carolina': 4}","http://beeradvocate.com/beer/profile/11036/22653/?sort=topr","Foothills Brewing Company","37","22","10","47","51","26","11","1","3","0","208"
"88","Extra Special / Strong Bitter (ESB)","Old Marcus","18","{'Colorado': 1, 'Pennsylvania': 2, 'Michigan': 1, 'Kentucky': 1, 'Oregon': 1, 'Connecticut': 1, 'New York': 9, 'Massachusetts': 1, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/103/1893/?sort=topr","Middle Ages Brewing Co., Ltd.","39","29","8","56","52","26","26","7","8","3","254"
"87","Extra Special / Strong Bitter (ESB)","ESB","16","{'Nevada': 1, 'Pennsylvania': 1, 'Kansas': 1, 'Washington': 2, 'North Carolina': 1, 'Illinois': 2, 'Massachusetts': 2, 'Oregon': 2, 'Ohio': 1, 'Ontario (Canada)': 1, 'British Columbia (Canada)': 2}","http://beeradvocate.com/beer/profile/701/21064/?sort=topr","Boundary Bay Brewery &amp; Bistro","36","15","1","40","44","21","13","1","1","0","172"
"77","Extra Special / Strong Bitter (ESB)","Elora Special Bitter","19","{'Quebec (Canada)': 1, 'Alberta (Canada)': 2, 'Ontario (Canada)': 16}","http://beeradvocate.com/beer/profile/765/44351/?sort=topr","Trafalgar Ales &amp; Meads","57","15","4","57","67","42","15","1","4","0","262"
"91","Extra Special / Strong Bitter (ESB)","Bishop's Farewell","19","{'Vermont': 1, 'Quebec (Canada)': 1, 'Illinois': 1, 'Connecticut': 1, 'New York': 1, 'California': 1, 'Massachusetts': 3, 'Cyprus': 1, 'United Kingdom (England)': 6, 'United Kingdom (Northern Ireland)': 1, 'Norway': 1, 'United Kingdom (Wales)': 1}","http://beeradvocate.com/beer/profile/1680/9663/?sort=topr","Oakham Ales / The Brewery Tap","73","13","7","22","69","27","30","4","2","0","247"
"77","Extra Special / Strong Bitter (ESB)","1327 Pod's ESB","10","{'Arizona': 1, 'Iowa': 1, 'Colorado': 1, 'New Jersey': 1, 'Alberta (Canada)': 1, 'Nebraska': 5}","http://beeradvocate.com/beer/profile/27823/77488/?sort=topr","Blue Blood Brewery","35","9","1","36","23","18","10","1","3","1","137"
"83","Extra Special / Strong Bitter (ESB)","Harvest Ale","13","{'Pennsylvania': 1, 'Ohio': 9, 'Tennessee': 1, 'Kentucky': 2}","http://beeradvocate.com/beer/profile/12375/62345/?sort=topr","Mt. Carmel Brewing Company","30","22","5","56","56","26","10","1","0","0","206"
"80","Extra Special / Strong Bitter (ESB)","Brown's Point ESB","17","{'Ohio': 1, 'Washington': 11, 'Colorado': 1, 'Oregon': 3, 'Illinois': 1}","http://beeradvocate.com/beer/profile/1386/4371/?sort=topr","Harmon Restaurant &amp; Brewery","44","24","3","38","45","16","14","2","6","0","192"
"88","Extra Special / Strong Bitter (ESB)","Baldwin And Cooper Best Bitter","14","{'Manitoba (Canada)': 2, 'Alberta (Canada)': 1, 'Ontario (Canada)': 2, 'Sweden': 1, 'British Columbia (Canada)': 8}","http://beeradvocate.com/beer/profile/11977/25179/?sort=topr","Howe Sound Inn &amp; Brewing Company","20","28","8","53","55","23","4","0","1","0","192"
"85","Extra Special / Strong Bitter (ESB)","Steel Wheels ESB","5","{'Pennsylvania': 1, 'Virginia': 3, 'North Carolina': 1}","http://beeradvocate.com/beer/profile/16352/72847/?sort=topr","Blue Mountain Brewery","13","9","0","31","14","12","3","6","0","0","88"
"89","Extra Special / Strong Bitter (ESB)","Örebro Bitter","12","{'Korea (North)': 1, 'Netherlands': 1, 'Italy': 1, 'Colorado': 1, 'Pennsylvania': 1, 'Illinois': 2, 'Sweden': 5}","http://beeradvocate.com/beer/profile/10902/22028/?sort=topr","Närke Kulturbryggeri AB","18","27","7","27","42","20","14","1","5","1","162"
"82","Extra Special / Strong Bitter (ESB)","Old Boy Ale","8","{'Alberta (Canada)': 4, 'British Columbia (Canada)': 4}","http://beeradvocate.com/beer/profile/29378/84602/?sort=topr","Parallel 49 Brewing Company","16","35","10","34","13","15","5","0","3","1","132"
"91","Extra Special / Strong Bitter (ESB)","Great Lakes York Street Bitter","13","{'Pennsylvania': 3, 'Ohio': 7, 'California': 1, 'North Carolina': 1, 'Texas': 1}","http://beeradvocate.com/beer/profile/73/3849/?sort=topr","Great Lakes Brewing Company","36","11","5","31","37","25","19","1","0","0","165"
"85","Extra Special / Strong Bitter (ESB)","Nestucca ESB","11","{'Washington': 4, 'Minnesota': 1, 'Oregon': 6}","http://beeradvocate.com/beer/profile/1304/17603/?sort=topr","Pelican Pub &amp; Brewery","41","6","0","35","34","20","10","3","2","0","151"
"83","Extra Special / Strong Bitter (ESB)","Bay State ESB","15","{'Korea (North)': 1, 'Vermont': 1, 'Virginia': 2, 'North Carolina': 1, 'New York': 1, 'Massachusetts': 9}","http://beeradvocate.com/beer/profile/9343/545/?sort=topr","Beer Works","20","23","4","36","52","15","10","1","1","1","163"
"84","Extra Special / Strong Bitter (ESB)","Well Built E.S.B.","7","{'Ohio': 1, 'California': 1, 'Colorado': 4}","http://beeradvocate.com/beer/profile/2137/83137/?sort=topr","Breckenridge Brewery","14","17","0","40","8","13","6","0","1","7","106"
"78","Extra Special / Strong Bitter (ESB)","Old Fart","13","{'Australia': 8, 'Oregon': 1, 'New Hampshire': 1, 'California': 1, 'United Kingdom (England)': 1, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/5130/11224/?sort=topr","Merrimans Brewery ( Turnover Developments Ltd)","12","19","5","41","28","24","8","1","6","0","144"
"88","Extra Special / Strong Bitter (ESB)","Huvila John Golding E.S.B.","14","{'Wisconsin': 1, 'Minnesota': 2, 'Rhode Island': 2, 'New York': 1, 'Massachusetts': 1, 'Japan': 1, 'South Carolina': 1, 'Iowa': 1, 'Maryland': 1, 'United Kingdom (Northern Ireland)': 1, 'Louisiana': 1, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/13629/29824/?sort=topr","Malmgårdin Panimo","32","24","7","50","44","31","21","10","2","0","221"
"85","Extra Special / Strong Bitter (ESB)","Founders Bitter Ol' Man","6","{'Michigan': 2, 'Florida': 1, 'Virginia': 2, 'Texas': 1}","http://beeradvocate.com/beer/profile/1199/75698/?sort=topr","Founders Brewing Company","21","4","1","20","13","11","10","0","2","0","82"
"90","Extra Special / Strong Bitter (ESB)","E.S.B.","14","{'Florida': 1, 'Illinois': 2, 'California': 1, 'Ohio': 3, 'Indiana': 6, 'Texas': 1}","http://beeradvocate.com/beer/profile/1454/6824/?sort=topr","Broad Ripple Brew Pub","29","21","2","41","38","24","8","1","2","0","166"
"83","Extra Special / Strong Bitter (ESB)","Tiger Best Bitter","13","{'Australia': 1, 'United Kingdom (Scotland)': 1, 'Virginia': 1, 'United Kingdom (Wales)': 1, 'Connecticut': 1, 'Alabama': 1, 'United Kingdom (Northern Ireland)': 2, 'Cyprus': 1, 'United Kingdom (England)': 3, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/5050/10650/?sort=topr","Everards Brewery Ltd.","33","9","3","23","36","19","7","5","2","2","139"
"89","Extra Special / Strong Bitter (ESB)","HMS Victory ESB","9","{'Virginia': 1, 'Texas': 1, 'Colorado': 7}","http://beeradvocate.com/beer/profile/12314/36395/?sort=topr","Dry Dock Brewing Co.","21","17","7","32","21","15","3","1","0","0","117"
"86","Extra Special / Strong Bitter (ESB)","Goldings Special Bitter","15","{'Pennsylvania': 11, 'New Jersey': 1, 'Maryland': 1, 'Virginia': 1, 'Colorado': 1}","http://beeradvocate.com/beer/profile/1666/32071/?sort=topr","Selin's Grove Brewing Company","46","36","6","65","48","26","10","5","2","0","244"
"78","Extra Special / Strong Bitter (ESB)","Envy","7","{'Alberta (Canada)': 1, 'Texas': 5, 'Illinois': 1}","http://beeradvocate.com/beer/profile/24825/65994/?sort=topr","Circle Brewing Company","14","9","7","24","19","11","7","0","4","0","95"
"84","Extra Special / Strong Bitter (ESB)","Creature","5","{'Pennsylvania': 4, 'New Jersey': 1}","http://beeradvocate.com/beer/profile/28383/86070/?sort=topr","Tired Hands Brewing Company","16","9","1","28","6","11","5","10","0","0","86"
"85","Extra Special / Strong Bitter (ESB)","Burnside Stock Ale","9","{'Washington': 1, 'Australia': 1, 'California': 2, 'Oregon': 5}","http://beeradvocate.com/beer/profile/24464/67904/?sort=topr","Burnside Brewing Co.","30","13","4","34","25","20","8","1","0","0","135"
"86","Extra Special / Strong Bitter (ESB)","Williams Red","14","{'United Kingdom (Scotland)': 2, 'Pennsylvania': 1, 'Kansas': 1, 'Connecticut': 1, 'Oregon': 1, 'Sweden': 1, 'New York': 2, 'Germany': 1, 'California': 1, 'Maryland': 1, 'United Kingdom (Northern Ireland)': 1, 'United Kingdom (England)': 1}","http://beeradvocate.com/beer/profile/12142/25858/?sort=topr","Williams Brothers Brewing Company","25","34","13","41","24","24","28","4","7","4","204"
"84","Extra Special / Strong Bitter (ESB)","True Britt ESB","5","{'South Carolina': 1, 'North Carolina': 4}","http://beeradvocate.com/beer/profile/19126/81716/?sort=topr","Lonerider Brewing","10","3","0","20","7","5","7","2","0","0","54"
"78","Extra Special / Strong Bitter (ESB)","Treasure Chest ESB","8","{'Ohio': 2, 'Michigan': 4, 'Indiana': 1, 'Illinois': 1}","http://beeradvocate.com/beer/profile/10629/47328/?sort=topr","Schmohz Brewing Company","16","15","1","31","11","20","9","4","6","3","116"
"81","Extra Special / Strong Bitter (ESB)","Rainbow Trout ESB","12","{'Georgia': 1, 'Pennsylvania': 1, 'Florida': 1, 'North Carolina': 2, 'New York': 2, 'California': 1, 'Missouri': 1, 'South Carolina': 3}","http://beeradvocate.com/beer/profile/802/7590/?sort=topr","The Blue Ridge Brewing Co.","24","22","2","36","23","21","10","0","2","6","146"
"83","Extra Special / Strong Bitter (ESB)","Bishop's Best Bitter","13","{'Quebec (Canada)': 8, 'New York': 1, 'Ontario (Canada)': 4}","http://beeradvocate.com/beer/profile/2739/23256/?sort=topr","Golden Lion Brewing Company / Pub &amp; Brasserie le Lion D'Or","35","17","11","42","48","28","11","0","1","1","194"
"86","Extra Special / Strong Bitter (ESB)","Red Hill Hop Harvest Ale","14","{'Australia': 14}","http://beeradvocate.com/beer/profile/12579/31201/?sort=topr","Red Hill Brewery","30","25","1","35","49","28","20","6","1","0","195"
"83","Extra Special / Strong Bitter (ESB)","Extra Special Bitter","14","{'Arizona': 1, 'Washington': 2, 'Virginia': 1, 'North Carolina': 1, 'Oregon': 1, 'California': 3, 'Massachusetts': 1, 'Ohio': 1, 'Rhode Island': 1, 'Idaho': 1, 'British Columbia (Canada)': 1}","http://beeradvocate.com/beer/profile/698/4530/?sort=topr","LaConner Brewing Company","22","15","5","33","37","17","6","3","0","1","139"
"84","Extra Special / Strong Bitter (ESB)","Evensong","14","{'Australia': 3, 'Alberta (Canada)': 2, 'Ontario (Canada)': 1, 'United Kingdom (England)': 5, 'United Kingdom (Northern Ireland)': 1, 'Norway': 1, 'British Columbia (Canada)': 1}","http://beeradvocate.com/beer/profile/5171/11396/?sort=topr","Durham Brewery Ltd","26","29","16","59","34","25","22","8","4","1","224"
"82","Extra Special / Strong Bitter (ESB)","Discovery Fireweed Honey Ale","14","{'Quebec (Canada)': 1, 'Alberta (Canada)': 10, 'Ontario (Canada)': 2, 'British Columbia (Canada)': 1}","http://beeradvocate.com/beer/profile/4701/36574/?sort=topr","Yukon Brewing Company","48","12","5","85","23","30","6","2","2","0","213"
"86","Extra Special / Strong Bitter (ESB)","Extra Special Bitter","9","{'New Jersey': 6, 'Korea (North)': 1, 'Australia': 1, 'New York': 1}","http://beeradvocate.com/beer/profile/1289/3816/?sort=topr","The Ship Inn","14","11","2","18","16","14","3","0","1","0","79"
"83","Extra Special / Strong Bitter (ESB)","Extra Special Bitter","4","{'Pennsylvania': 3, 'Ohio': 1}","http://beeradvocate.com/beer/profile/24787/69152/?sort=topr","Saint Boniface Craft Brewing Company","13","6","6","23","8","8","3","1","0","1","69"
"87","Extra Special / Strong Bitter (ESB)","Cambridge House Old Mill Pond ESB","12","{'Vermont': 1, 'Massachusetts': 2, 'Connecticut': 7, 'Maryland': 1, 'Rhode Island': 1}","http://beeradvocate.com/beer/profile/6578/20614/?sort=topr","The Cambridge House Brewpub","32","19","9","35","21","28","5","2","1","4","156"
"81","Extra Special / Strong Bitter (ESB)","Buckeye Brewing Yuppie ESB","10","{'Pennsylvania': 3, 'Oregon': 1, 'Rhode Island': 1, 'Massachusetts': 1, 'Ohio': 3, 'Ontario (Canada)': 1}","http://beeradvocate.com/beer/profile/1837/23146/?sort=topr","Buckeye Brewing Company","48","14","7","39","42","30","23","0","2","0","205"
"86","Extra Special / Strong Bitter (ESB)","Baden Baden 1999 Bitter Ale","9","{'Brazil': 3, 'Switzerland': 1, 'California': 3, 'Virginia': 1, 'Portugal': 1}","http://beeradvocate.com/beer/profile/10095/30283/?sort=topr","Cervejaria Baden Baden","17","12","0","27","25","18","7","0","2","0","108"
"85","Extra Special / Strong Bitter (ESB)","Sink The Clipper","3","{'Indiana': 2, 'Virginia': 1}","http://beeradvocate.com/beer/profile/20672/76619/?sort=topr","Sun King Brewing Company","11","5","2","18","14","5","2","1","0","0","58"
