Name,Brewery,Rating,Link,Style,Light,Dark,Fruit,Sweet,Carbonation,Bitter,Spice
Blonde Biologique,La Barberie,79,http://beeradvocate.com/beer/profile/2248/9854/?sort=topr,American Blonde Ale,0.773018087,-0.911995726,-0.233988856,-0.499080725,-0.04851213,0.485025244,0.345604921
Second Wind Wheat,Mt. Pleasant Brewing Company,79,http://beeradvocate.com/beer/profile/22612/49504/?sort=topr,American Pale Wheat Ale,0.481563059,-0.515976495,0.532022287,-0.657265759,0.455216743,-0.405989902,1.915477329
Belgian Style Double,Nashoba Valley Winery,79,http://beeradvocate.com/beer/profile/226/33702/?sort=topr,Dubbel,-0.251583047,0.180943576,0.087748929,0.153077336,0.390868144,-0.620422974,1.452170245
Temple BrÃ_u,The Porterhouse Brewing Company,79,http://beeradvocate.com/beer/profile/2243/5681/?sort=topr,American Adjunct Lager,0.979683554,-0.56261349,-0.836837661,-0.266223513,-0.221113839,0.180906302,-0.554150864
Porpoise Point Pale Ale,A1A Aleworks,79,http://beeradvocate.com/beer/profile/3972/10974/?sort=topr,American Pale Ale (APA),0.04969799,-0.827115865,0.558570434,-0.22311492,-0.120378774,0.917101059,-1
Port Townsend Winter Ale,Port Townsend Brewing Company,79,http://beeradvocate.com/beer/profile/1387/4279/?sort=topr,American Strong Ale,-0.570578095,-0.005916223,-0.086355263,0.476081652,-0.01042612,0.166931079,0.762291258
Oktoberfest Lager,Rivertown Brewing Co.,79,http://beeradvocate.com/beer/profile/22157/62123/?sort=topr,MÃ_rzen / Oktoberfest,0.422986313,-0.527365283,-0.46572332,0.106985074,0.09305873,0.03577391,-0.781009395
Holgate Brewhouse White Ale,Holgate Brewhouse / Keatings Hotel,79,http://beeradvocate.com/beer/profile/2563/8796/?sort=topr,Witbier,0.603286723,-0.829137901,0.912148118,-0.513727487,0.032333245,-0.588113299,2.26564937
Copper Flask,"City Brewing Company, LLC",79,http://beeradvocate.com/beer/profile/782/37997/?sort=topr,American Amber / Red Lager,0.013843075,-0.530129229,0.434111089,0.63797057,-0.076333412,-0.629301969,-1
The Incredible Hop Imperial India Pale Ale,Fort Collins Brewing,79,http://beeradvocate.com/beer/profile/6372/81117/?sort=topr,American Double / Imperial IPA,-0.437424016,0.061679464,-0.155097343,0.17044663,-0.297773316,0.965561652,-1
Hefeweizen,Red Lodge Ales,79,http://beeradvocate.com/beer/profile/7122/24436/?sort=topr,Hefeweizen,0.687727953,-0.362992322,0.108934737,-0.592888129,0.350435931,-0.549558788,1.597330429
Tenaya Creek Tandem Double IPA,Tenaya Creek Brewery,79,http://beeradvocate.com/beer/profile/2312/73870/?sort=topr,American Double / Imperial IPA,-0.370760387,-0.535561261,0.680037653,0.188978457,-0.140716837,0.547075019,-0.56961384
Alexander Keith's Hallertauer Hop Ale,Alexander Keith's,79,http://beeradvocate.com/beer/profile/6994/91754/?sort=topr,American Pale Ale (APA),0.141953371,-0.535561261,-0.422487057,-0.443456893,0.020398757,1.320612528,-0.139227681
Brush Tail Farmhouse Saison,Big Sky Brewing Company,79,http://beeradvocate.com/beer/profile/751/90368/?sort=topr,Saison / Farmhouse Ale,0.631361958,-0.577782965,0.155025886,-0.342267237,0.020398757,-0.307887492,0.936737719
KrÃ_ftig Lager,William K Busch Brewing Company,79,http://beeradvocate.com/beer/profile/27797/76277/?sort=topr,American Pale Lager,1.144075717,-0.831113186,-0.789995293,-0.342267237,0.074103954,0.058525013,-0.78480692
Golden Vanilla,Thirsty Bear Brewing Company,79,http://beeradvocate.com/beer/profile/910/12985/?sort=topr,American Blonde Ale,0.482958916,-0.202398049,-0.947800554,0.609729698,-0.145655246,-0.595214794,-1
Gradisca,Amarcord Birra Artigianale (Spring Srl),79,http://beeradvocate.com/beer/profile/7734/44944/?sort=topr,Euro Pale Lager,0.73784248,-0.580209499,-0.425806097,-0.371199337,0.014534396,0.376269701,-1
Schmucker Schwarzbier,Privat Brauerei Schmucker Ober-Mossau KG,79,http://beeradvocate.com/beer/profile/961/9520/?sort=topr,Schwarzbier,-0.189006843,0.301350552,-0.530204988,0.358209433,-0.25244834,0.254834139,-1
Boscos Famous Flaming Stone Beer (Little Rock),Boscos Restaurant &amp; Brewing Co.,79,http://beeradvocate.com/beer/profile/9025/16036/?sort=topr,American Blonde Ale,0.727911952,-0.91652166,-0.740494184,0.250415033,0.114919905,-0.114561275,-1
Golden Tusk,"Pink Elephant Brewery, The",79,http://beeradvocate.com/beer/profile/8284/17588/?sort=topr,Extra Special / Strong Bitter (ESB),-0.470107001,-0.290434114,0.038023264,0.175390131,0.221102753,0.730630235,-0.574532539
Doe In Heat/Buck In Rut,O'so Brewing Company,79,http://beeradvocate.com/beer/profile/16386/45608/?sort=topr,American Pale Lager,0.843106082,-0.707825811,-0.169581389,-0.174726078,0.274194177,-0.396291778,-1
Red Stallion,Crescent City Brewhouse,79,http://beeradvocate.com/beer/profile/971/5547/?sort=topr,Vienna Lager,0.174980127,-0.290434114,-0.532889531,-0.149717777,0.274194177,0.489146947,-0.361798809
Blindside Pale Ale,Leech Lake Brewing Company,79,http://beeradvocate.com/beer/profile/23842/64045/?sort=topr,English Pale Ale,0.282843722,-0.377469769,-0.071087136,-0.328612383,-0.155363709,0.600741497,-0.153899936
Avenel Amber,J.J. Bitting Brewing Company,79,http://beeradvocate.com/beer/profile/1341/6153/?sort=topr,American Amber / Red Lager,0.099580333,-0.584979846,-0.432331027,0.417373859,-0.313733013,0.480685885,-1
Skipping Stone,Uinta Brewing Company,79,http://beeradvocate.com/beer/profile/1416/81013/?sort=topr,American Pale Lager,0.786818041,-0.294465738,-0.329118487,-0.303746175,-0.155363709,-0.039555102,-1
Pelican Pale Ale,Alcatraz Brewing Co.,79,http://beeradvocate.com/beer/profile/1930/8221/?sort=topr,American Pale Ale (APA),0.155177091,-0.835857197,0.377713462,-0.459090126,-0.060460755,1.09715122,-0.372555009
Cains Formidable Ale,Robert Cain &amp; Company Limited,79,http://beeradvocate.com/beer/profile/2930/14216/?sort=topr,English Bitter,-0.116629283,-0.548607293,-0.285630057,0.155580185,0.09612912,0.741031201,-0.581703339
Barrel Aged 7.7,BrewDog,79,http://beeradvocate.com/beer/profile/16315/82266/?sort=topr,American Double / Imperial Pilsner,0.087225498,0.066928216,0.071554915,-0.065701127,-0.00826413,-0.129484399,-0.163406678
Honey Wheat Ale,Morgan Street Brewery,79,http://beeradvocate.com/beer/profile/593/6733/?sort=topr,American Pale Wheat Ale,1.184827217,-0.836774196,-0.441845033,-0.070920674,-0.117614601,-0.606521643,-0.584040192
La Belge,Ferme Brasserie Schoune,79,http://beeradvocate.com/beer/profile/771/10343/?sort=topr,Belgian Strong Pale Ale,0.119942932,0.01449371,1.321135354,-0.562354738,0.238799894,-0.686966107,0.861420141
Irish Red,Taps Fish House &amp; Brewery,79,http://beeradvocate.com/beer/profile/2700/12194/?sort=topr,Irish Red Ale,-0.081646796,0.136232955,-0.444945893,0.191367657,0.032333245,0.134747861,-0.58635108
I.P.A.,Broad Ripple Brew Pub,79,http://beeradvocate.com/beer/profile/1454/6825/?sort=topr,American IPA,-0.153545895,-0.596444491,-0.24728976,-0.516414076,0.283287183,1.840652866,-1
Montagnarde Altitude 6,Brasserie de l'Abbaye des Rocs s.a.,79,http://beeradvocate.com/beer/profile/681/12397/?sort=topr,Belgian Pale Ale,0.262704888,-0.71906328,1.345533337,-0.519071141,0.020988924,-0.45821057,2.477378285
Firefly Amber Ale,Jackie O's Pub &amp; Brewery,79,http://beeradvocate.com/beer/profile/1432/58983/?sort=topr,American Amber / Red Ale,0.343931518,-0.121880854,-0.305148361,-0.306463793,0.167721211,0.270096532,-0.796566105
Pathfinder Pale Ale,Saugatuck Brewing Company,79,http://beeradvocate.com/beer/profile/11814/88994/?sort=topr,American Pale Ale (APA),0.539018351,-0.685834206,0.12313001,-0.294120546,-0.250725871,0.43894612,-0.799847297
Stanley Park 1897 Amber,Hell's Gate Brewing Company,79,http://beeradvocate.com/beer/profile/18369/55344/?sort=topr,Belgian Pale Ale,0.08381574,-0.410939136,-0.023365208,0.129407127,0.198838607,0.098143091,-1
Abbaye Des Bonne-EspÃ©rance,Brasserie LefÃ¨bvre SA,79,http://beeradvocate.com/beer/profile/149/6888/?sort=topr,Belgian Strong Pale Ale,-0.159144451,-0.531271355,0.699971255,0.310595436,-0.254732684,-0.246709884,0.99082368
Station 33 Firehouse Red,North Country Brewing,79,http://beeradvocate.com/beer/profile/9797/23052/?sort=topr,Irish Red Ale,-0.077834224,-0.300646889,-0.420252964,0.28034518,0.037824379,0.423638182,-0.801976581
O-toberfest,O'so Brewing Company,79,http://beeradvocate.com/beer/profile/16386/53422/?sort=topr,MÃ_rzen / Oktoberfest,-0.442411391,0.049029666,0.497679843,0.396740197,0.186085005,-0.288180909,-0.801976581
Taza Stout,Night Shift Brewing,79,http://beeradvocate.com/beer/profile/28609/80621/?sort=topr,American Stout,-0.402697103,1.550727042,-0.375263776,0.042012528,-0.115142933,-0.590074664,0.57580541
Rio Grande IPA,Sierra Blanca Brewing Company (Rio Grande),79,http://beeradvocate.com/beer/profile/3239/47614/?sort=topr,American IPA,-0.214861061,-0.500228362,0.003877762,-0.032573632,0.075799908,1.03883917,-1
Amsterdam Wee Heavy Scotch Ale,Amsterdam Brewing Company,79,http://beeradvocate.com/beer/profile/769/34261/?sort=topr,Scotch Ale / Wee Heavy,-0.405840803,0.153319165,-0.760981485,0.796648969,0.173599899,-0.073254923,-1
Wattaquadoc Wheat,Nashoba Valley Winery,79,http://beeradvocate.com/beer/profile/226/19225/?sort=topr,American Pale Wheat Ale,0.519838785,-0.655815747,0.474156075,-0.633386168,0.264743347,-0.299361313,2.508435868
Bootleg Settlers Pale Ale,Bootleg Brewery,79,http://beeradvocate.com/beer/profile/2553/9742/?sort=topr,English Pale Ale,0.308750065,-0.694058441,0.616816341,-0.472992617,-0.173052427,0.733158856,-1
Jamieson Mountain Ale,Jamieson Brewery,79,http://beeradvocate.com/beer/profile/4668/10061/?sort=topr,American Dark Wheat Ale,-0.234992828,0.648162089,-0.254752528,0.009950604,0.762907541,-0.674926342,0.336404204
'taint Town Pale Ale,Federal Jack's Restaurant &amp; Brew Pub,79,http://beeradvocate.com/beer/profile/663/8900/?sort=topr,English Bitter,0.302579779,-0.662875936,-0.627376264,-0.079822783,-0.047077005,0.878203356,-0.618170228
Lambic De Hill,Iron Hill Brewery &amp; Restaurant,79,http://beeradvocate.com/beer/profile/6045/46407/?sort=topr,Lambic - Unblended,-0.341747828,0.229814824,2.799906592,-0.508765523,-0.0045358,-0.928129974,-0.240236677
Rivertowne Babbling Blonde,Rivertowne Pourhouse,79,http://beeradvocate.com/beer/profile/16110/59458/?sort=topr,American Blonde Ale,0.534947165,-0.851688229,-0.262318493,-0.000302702,0.603522705,-0.249195359,-0.622046672
New South Nut Brown Ale,New South Brewing Co.,79,http://beeradvocate.com/beer/profile/4399/9612/?sort=topr,English Brown Ale,0.064230035,0.446039765,-0.907789812,0.4884382,0.13189838,-0.535216175,-1
Brunehaut Tradition AmbrÃ©e,Brasserie De Brunehaut,79,http://beeradvocate.com/beer/profile/3461/9344/?sort=topr,American Amber / Red Ale,0.099580333,-0.520421155,0.559656167,-0.071661566,0.17310596,-0.146271202,0.128133419
Coconut Cream Stout,Battered Boar Brewing Company,79,http://beeradvocate.com/beer/profile/20998/55769/?sort=topr,Oatmeal Stout,-0.51129763,1.287222183,-0.541277598,0.414610947,0.313878675,-0.644279667,-1
Ringwood Fortyniner,Ringwood Brewery,79,http://beeradvocate.com/beer/profile/2760/12759/?sort=topr,English Pale Ale,0.114315078,-0.376009899,0.27796834,-0.16429548,-0.066231236,0.451124452,-1
McK's Scottish Ale,Granite City Food &amp; Brewery,79,http://beeradvocate.com/beer/profile/1819/47123/?sort=topr,Scottish Ale,0.195356174,0.137864302,-0.680507915,0.671409039,-0.252984989,-0.646067207,-1
Half Moon Stout,Penobscot Bay Brewery,79,http://beeradvocate.com/beer/profile/19916/55535/?sort=topr,English Stout,-0.35812226,1.035044099,-0.593311781,0.393497351,0.201820793,-0.544465604,-0.814784066
Nut Roll Ale,Pennsylvania Brewing Company,79,http://beeradvocate.com/beer/profile/125/75566/?sort=topr,American Brown Ale,-0.620771799,0.554887389,-0.820144484,0.689917347,0.057886048,-0.476985452,2.685980477
Oak Creek Pale Ale,Oak Creek Brewery And Grill,79,http://beeradvocate.com/beer/profile/4326/23367/?sort=topr,American Pale Ale (APA),0.112219187,-0.712143657,0.07381717,-0.288556964,0.418822539,0.665401991,-0.449826559
Love Rock (Flaming Damsel),Milwaukee Brewing Company,79,http://beeradvocate.com/beer/profile/18680/61468/?sort=topr,Vienna Lager,0.35055187,-0.38830527,-0.463091415,0.013267355,-0.221936027,0.353139118,-0.449826559
Blowing Rock Winter Ale,"Boone Brewing Company, LLC",79,http://beeradvocate.com/beer/profile/18080/47108/?sort=topr,Winter Warmer,-0.367561639,-0.104858491,-0.33215415,0.222832349,-0.043573611,-0.067803481,3.927288608
Lowland Wheat Ale,Dunedin Brewery,79,http://beeradvocate.com/beer/profile/1620/11810/?sort=topr,American Pale Wheat Ale,0.593050531,-0.857476006,0.683623099,-0.423589168,0.35965842,-0.347209809,0.08961179
Baro Tradicinis,RinkuÅ¡kiai Alaus Darykloje,79,http://beeradvocate.com/beer/profile/12224/25917/?sort=topr,Euro Strong Lager,0.671719693,-0.323011027,-0.601247161,0.067427467,-0.048239106,-0.278495052,-1
Rocky Mountain IPA,Rocky Mountain Brewing,79,http://beeradvocate.com/beer/profile/19634/50214/?sort=topr,American IPA,-0.33455818,-0.113549185,0.014088262,-0.235183038,0.127548447,1.15400749,-1
Wizard Smith's Ale,J. Boag &amp; Son Brewing,79,http://beeradvocate.com/beer/profile/1479/38453/?sort=topr,English Pale Ale,-0.084568386,-0.329551983,-0.03468851,-0.260020089,0.166985407,0.837372849,-0.280610574
Belle Gueule Rousse,Brasseurs R.J.,79,http://beeradvocate.com/beer/profile/1535/8034/?sort=topr,American Amber / Red Ale,0.036747171,-0.443477736,-0.870247092,0.437977288,0.592742721,0.039719715,-0.822721891
Norfolk Canyon Pale Ale,O'Connor Brewing Co.,79,http://beeradvocate.com/beer/profile/22783/59824/?sort=topr,American Pale Ale (APA),0.343931518,-0.513043019,0.038023264,-0.291431481,-0.247871493,0.710506628,-1
Fear,Brewfist,79,http://beeradvocate.com/beer/profile/24892/80443/?sort=topr,Milk / Sweet Stout,-0.289636198,0.843479999,-0.740494184,0.833942049,-0.292114346,-0.698145889,-0.822721891
Alpine Glacier Pilsner,Tommyknocker Brewery,79,http://beeradvocate.com/beer/profile/156/74620/?sort=topr,German Pilsener,0.662398702,-0.688439846,0.248333665,-0.419238515,0.10082929,0.068172525,-0.823562072
3 Ravens Bronze,3 Ravens Brewing,79,http://beeradvocate.com/beer/profile/4778/23917/?sort=topr,English Bitter,0.084020234,-0.173091919,-0.314512939,0.032182221,0.007985763,0.395363343,-1
Brown Ale,Boxcar Brewing Co.,79,http://beeradvocate.com/beer/profile/22903/63371/?sort=topr,English Brown Ale,-0.167141031,0.063075099,-0.360372989,0.25335028,0.003253435,0.223477538,-0.650437532
Cocker Hoop,Jennings Brothers PLC,79,http://beeradvocate.com/beer/profile/1303/7425/?sort=topr,English Pale Ale,0.431852272,-0.658675013,0.14594858,-0.406929318,-0.218514086,0.777271868,-1
Saint Landelin Mythique,Les Brasseurs de Gayant,79,http://beeradvocate.com/beer/profile/813/46515/?sort=topr,BiÃ¨re de Garde,0.237667165,-0.5243676,0.309599118,-0.368976599,-0.222148904,0.637968043,-0.13422319
Fauerbach Amber Lager,Fauerbach Brewing Company,79,http://beeradvocate.com/beer/profile/11713/28561/?sort=topr,Vienna Lager,0.125151969,-0.320525143,-0.450813273,0.343469175,-0.222148904,0.048299548,0.038932172
Kulmbacher Export,Kulmbacher Brauerei AG,79,http://beeradvocate.com/beer/profile/412/17731/?sort=topr,Dortmunder / Export Lager,0.847905837,-0.66183543,-0.789752232,-0.473204778,0.204388786,0.499954069,-0.655292567
Hop Happy,Milwaukee Brewing Company,79,http://beeradvocate.com/beer/profile/18680/75774/?sort=topr,American IPA,-0.18249327,-0.293126963,0.17196175,-0.394960468,-0.186502374,1.336935052,-0.48532162
Cobra India Pale Ale,La Micro de Bromont,79,http://beeradvocate.com/beer/profile/1145/11261/?sort=topr,American IPA,-0.108174476,-0.461430067,0.255673303,-0.011768764,-0.272133703,0.720243857,-0.31376216
CB's Mabel Imperial Breakfast Beer (Signature Series),CB's Brewing Company,79,http://beeradvocate.com/beer/profile/761/67793/?sort=topr,American Strong Ale,-0.226779127,0.834426983,-0.709685274,0.738590765,-0.23635623,-0.710550853,-0.830007293
Cream Ale,Cumberland Brews,79,http://beeradvocate.com/beer/profile/9529/17301/?sort=topr,Cream Ale,0.814307549,0.228459656,-0.339439741,-0.44299694,-0.113131894,-0.391718231,-1
Towhead,Mother's Brewing Company,79,http://beeradvocate.com/beer/profile/24880/79579/?sort=topr,American Blonde Ale,0.935261386,-0.74028961,-0.757794572,-0.105258576,0.280093224,-0.311325436,-0.338161728
Farmer Ted's Farmhouse Cream Ale,Catawba Valley Brewing Company,79,http://beeradvocate.com/beer/profile/2446/25101/?sort=topr,Cream Ale,0.809827778,0.00637776,-0.717427,-0.027454974,-0.132840074,-0.593055939,-0.669080864
El Toro Oro Golden Ale,El Toro Brewing Co.,79,http://beeradvocate.com/beer/profile/640/6767/?sort=topr,English Pale Ale,0.379769692,-0.513043019,0.130291999,-0.397022084,-0.132840074,0.627776242,-0.834540432
Nottenroth,The Bruery,79,http://beeradvocate.com/beer/profile/16866/79977/?sort=topr,Berliner Weissbier,1.024856821,-0.805217208,1.422054283,-0.688785592,0.032333245,-0.968696611,-0.338161728
Xbeeriment Madraz IPA,Xbeeriment I/S,79,http://beeradvocate.com/beer/profile/19348/70592/?sort=topr,American IPA,-0.147461944,-0.678222259,0.880559768,-0.383055138,0.146026334,0.861655309,-0.671996451
Black Bear Pail Ale,Black Bear Brewery,79,http://beeradvocate.com/beer/profile/20873/37688/?sort=topr,American Pale Ale (APA),0.207762245,-0.742577807,0.320393029,-0.363775611,-0.017691714,0.892682898,-1
Winter Witte,Ellicottville Brewing Co.,79,http://beeradvocate.com/beer/profile/692/64057/?sort=topr,Witbier,0.420896759,-0.83911113,1.080619318,-0.537291353,0.023237798,-0.317393053,2.116033716
The Incredible Hop Imperial Belgian Style IPA,Fort Collins Brewing,79,http://beeradvocate.com/beer/profile/6372/74721/?sort=topr,Belgian IPA,0.255514971,-0.423340417,0.234928993,-0.692880518,0.303999888,0.606358134,0.306259748
Ringneck Big Woody Lager,The Brew Kettle Taproom &amp; Smokehouse / Production Works,79,http://beeradvocate.com/beer/profile/2470/17806/?sort=topr,American Adjunct Lager,0.584548078,-0.393961836,-0.841350156,0.108446514,-0.310275168,0.261020812,-1
Topvar Premium Lager,Topvar Brewery,79,http://beeradvocate.com/beer/profile/934/15817/?sort=topr,American Adjunct Lager,0.59518828,-0.809451616,-0.56560983,-0.219849751,-0.07090008,0.745504206,-0.838137379
Breznak Lager,Pivovar Breznak,79,http://beeradvocate.com/beer/profile/4103/18313/?sort=topr,Czech Pilsener,0.244597449,-0.68241936,-0.56560983,0.008486907,0.090682515,0.776127087,-1
Bedele Gold Label Special Beer,Bedele Brewery,79,http://beeradvocate.com/beer/profile/445/27431/?sort=topr,Dortmunder / Export Lager,0.682835988,-0.745935488,-0.526119814,0.008486907,0.413847705,-0.23442798,-0.838137379
Abbaye De St Amand,Brasserie De Brunehaut,79,http://beeradvocate.com/beer/profile/3461/49960/?sort=topr,Belgian Pale Ale,0.297787947,-0.592460896,0.715188655,-0.305026838,0.315892591,-0.334970915,0.438006976
Zea Category 5 American Pale Ale,Zea Rotisserie &amp; Brewery,79,http://beeradvocate.com/beer/profile/969/32318/?sort=topr,American Pale Ale (APA),0.240552171,-0.750278471,-0.06844066,-0.195780075,-0.166192379,0.986561242,-1
Hefeweizen Ale,Santa Fe Brewing Company,79,http://beeradvocate.com/beer/profile/1683/55023/?sort=topr,Hefeweizen,0.759639149,-0.845246722,0.385497153,-0.666202767,0.496008346,-0.492646339,1.997201922
Moo Brew Dark Ale,Moorilla Estate,79,http://beeradvocate.com/beer/profile/12538/33285/?sort=topr,American Brown Ale,-0.183434014,0.294442607,-0.69341085,0.089496643,0.13687332,0.426483562,-0.528754395
Hirter 1270,Brauerei Hirt GmbH,79,http://beeradvocate.com/beer/profile/3043/32890/?sort=topr,Vienna Lager,-0.064351475,-0.321958634,-0.233527126,0.329555225,-0.019936793,0.248173117,-0.842918132
Cocoa Beach Pale Ale,Cocoa Beach Brewing Company,79,http://beeradvocate.com/beer/profile/20409/50430/?sort=topr,American Pale Ale (APA),0.406046,-0.723784906,0.06855336,-0.135742551,-0.258281576,0.450083474,-0.530734418
Winter Baltic-Style Porter,Choc Beer Co. / Pete's Place,79,http://beeradvocate.com/beer/profile/4707/63524/?sort=topr,Baltic Porter,-0.542611542,1.025577357,-0.31307284,0.26880349,0.210172165,-0.230567953,-0.843578139
Seven Bridges Brown Ale,Lake Superior Brewing Company,79,http://beeradvocate.com/beer/profile/750/17378/?sort=topr,English Brown Ale,0.406046,0.135550943,-0.73286166,-0.007023356,-0.141168141,0.03577391,-1
Scotch Ale,Pump House Brewery,79,http://beeradvocate.com/beer/profile/7008/13562/?sort=topr,Scotch Ale / Wee Heavy,-0.254626217,0.902815093,-0.73286166,0.360745772,0.132096542,-0.348942114,-1
Prima Donna,Amarcord Birra Artigianale (Spring Srl),79,http://beeradvocate.com/beer/profile/7734/38817/?sort=topr,Euro Pale Lager,0.56232039,-0.786956321,-0.053885046,-0.179415134,0.122662404,0.027142461,-0.06928993
Double Drop,"Marston, Thompson &amp; Evershed, Plc.",79,http://beeradvocate.com/beer/profile/427/11439/?sort=topr,English Bitter,0.111647058,-0.519054834,-0.289829763,-0.027454974,-0.00590132,0.739077182,-0.846796696
Olde Ore Dock Scottish Ale,Keweenaw Brewing Company,79,http://beeradvocate.com/beer/profile/9513/65366/?sort=topr,Scottish Ale,-0.253371379,0.35265828,-0.439339286,0.656928563,-0.235308707,-0.275384508,-0.846796696
Gadzooks Pilsner,Big River Grille &amp; Brewing Works,79,http://beeradvocate.com/beer/profile/1049/17651/?sort=topr,German Pilsener,1.173518875,-0.909822781,-0.775735715,-0.675818325,-0.00590132,0.565169464,-0.233983481
Schlafly India Pale Ale,Saint Louis Brewery / Schlafly Tap Room,79,http://beeradvocate.com/beer/profile/583/8403/?sort=topr,American IPA,-0.058146354,-0.79044884,0.451743602,-0.156994783,-0.04805336,0.991742289,-1
Rutting Elk Red,The Grizzly Paw Brewing Company,79,http://beeradvocate.com/beer/profile/2587/14377/?sort=topr,Scottish Ale,-0.365967792,0.38429303,-0.487266734,0.076466168,0.27376602,0.505213375,-1
Sierra Blanca Pale Ale,Sierra Blanca Brewing Company (Rio Grande),79,http://beeradvocate.com/beer/profile/3239/12284/?sort=topr,American Pale Ale (APA),0.119942932,-0.768115723,0.153359182,-0.183756853,0.032333245,0.816714556,-0.704536486
Sunset Amber Ale,Oggi's Pizza &amp; Brewing Co.,79,http://beeradvocate.com/beer/profile/3073/28765/?sort=topr,American Amber / Red Ale,-0.238086068,-0.741184282,0.108518939,0.119958347,-0.048952837,0.941056618,-0.267157425
Common Man Special Lager,Three Heads Brewing,79,http://beeradvocate.com/beer/profile/24355/79672/?sort=topr,California Common / Steam Beer,0.555574277,-0.626155074,-0.392102518,-0.362485249,0.060783374,0.608304055,-0.70686297
Two Guns Pilsner,Wynkoop Brewing Company,79,http://beeradvocate.com/beer/profile/986/22287/?sort=topr,Czech Pilsener,0.888911622,-0.769941584,-0.249067816,-0.465866019,0.170519585,0.10917521,-0.560294455
Penn Overlook IPA,Pennsylvania Brewing Company,79,http://beeradvocate.com/beer/profile/125/78368/?sort=topr,American IPA,0.023697836,-0.258151475,-0.07753792,-0.435847905,-0.310433653,1.311070536,-0.563729654
Bayern St. Wilbur Weizen,"Bayern Brewing, Inc.",79,http://beeradvocate.com/beer/profile/605/5578/?sort=topr,Hefeweizen,0.606418143,-0.885869458,0.596568985,-0.709376193,0.379132694,-0.229643155,2.199315867
PÄÅhoehoe,Two Brothers Brewing Company,79,http://beeradvocate.com/beer/profile/689/66137/?sort=topr,American Blonde Ale,0.584479572,-0.118929976,-0.187151043,-0.131521076,-0.023902807,-0.342263416,-1
Hop Back Pickled Santa,Hop Back Brewery plc,79,http://beeradvocate.com/beer/profile/2298/7804/?sort=topr,Herbed / Spiced Beer,-0.374915573,-0.263902238,-0.401527285,-0.423258182,0.152371994,0.337673902,7.657768097
Storm Cloudy Ale,Mildura Theatre Brewery Pty Ltd,79,http://beeradvocate.com/beer/profile/12319/31929/?sort=topr,American Amber / Red Ale,-0.116106579,-0.606688592,0.572006386,-0.478192188,0.143507594,1.112978776,-0.570441506
ArcobrÃ_u Bavarian Wheat Beer,ArcobrÃ_u GrÃ_fliches Brauhaus,79,http://beeradvocate.com/beer/profile/5709/18625/?sort=topr,Hefeweizen,0.235799097,-0.132432965,0.913979678,-0.681407664,0.601896415,-0.811100237,2.423301408
La Gaillarde,Unibroue,79,http://beeradvocate.com/beer/profile/22/2057/?sort=topr,Belgian Pale Ale,0.379298137,-0.670480239,0.980439122,-0.440603801,0.187571327,-0.6557804,2.358953638
Bakalar SvetlÃ_ LeÂ_Ã¡k,Pivovar Rakovnik,79,http://beeradvocate.com/beer/profile/16590/40367/?sort=topr,Czech Pilsener,0.353960858,-0.509409012,-0.559421096,-0.232487787,0.109373039,0.708253985,-0.583264148
Sea Dog Windjammer Blonde Ale,Sea Dog Brewing Company,79,http://beeradvocate.com/beer/profile/137/346/?sort=topr,American Blonde Ale,0.672448111,-0.675362013,-0.091729644,-0.384054817,-0.002077863,0.278221729,-0.58635108
Big Rock Black Amber Ale,Big Rock Brewery,79,http://beeradvocate.com/beer/profile/391/2051/?sort=topr,English Stout,-0.178708517,1.353625407,-0.663603572,0.231890366,-0.07090008,-0.634793792,-0.862117027
Cyclops IPA,Cascade Lakes Brewing Co.,79,http://beeradvocate.com/beer/profile/1043/75475/?sort=topr,American IPA,-0.140279102,-0.624040566,0.769791503,-0.436853524,-0.043573611,1.123336515,-0.726261744
La Dragonne,BFM Brasserie Des Franches-Montagnes,79,http://beeradvocate.com/beer/profile/2958/30972/?sort=topr,Herbed / Spiced Beer,-0.630788044,0.926423221,-0.334600472,-0.198451902,0.15712078,-0.638807047,6.909331001
D' Inn'Staade,Innstadt Brauerei,79,http://beeradvocate.com/beer/profile/6052/27676/?sort=topr,Bock,0.1035934,-0.360202507,0.027605147,0.485438297,-0.118372338,-0.537303918,-0.048909417
Neuschwansteiner Weihnachts-Bier,Der HirschBrau/Privatbrauerei HÃ¶ss,79,http://beeradvocate.com/beer/profile/620/21143/?sort=topr,MÃ_rzen / Oktoberfest,-0.11712528,0.013012697,-0.237583278,0.181961656,0.085080199,-0.048902497,0.358700833
Belle Vue Kriek,Brasserie Belle-Vue,79,http://beeradvocate.com/beer/profile/945/4686/?sort=topr,Lambic - Fruit,-0.20830216,0.593677392,1.080764816,-0.09288073,0.250061711,-0.897552544,-1
StÃ¶rtebeker Schwarzbier,Stralsunder Brauerei,79,http://beeradvocate.com/beer/profile/12511/26881/?sort=topr,Schwarzbier,-0.310929658,0.85929029,-0.669719871,0.607351688,-0.155363709,-0.436538993,-1
Sunset Amber Ale,Grand Canyon Brewery,79,http://beeradvocate.com/beer/profile/17892/50838/?sort=topr,American Amber / Red Ale,0.029702926,-0.448232198,-0.575269258,0.605748802,-0.064215907,0.089425508,-1
