Name,Brewery,Rating,Link,Style,Light,Dark,Fruit,Sweet,Carbonation,Bitter,Spice
Penn Quarter Porter,Whiskey Oak Barrel Aged,91,http://beeradvocate.com/beer/profile/25327/78222/?sort=topr,American Porter,-0.592290438,1.106499299,-0.421700522,0.524382372,0.287516744,-0.657069612,-0.581703339
Conquistador De Muerte,Three Floyds Brewing Co. &amp; Brewpub,92,http://beeradvocate.com/beer/profile/26/52839/?sort=topr,Milk / Sweet Stout,-0.592290438,0.778213694,-0.795894302,1.016118621,-0.130056254,-0.894482958,1.370347745
Lunch Pail Ale,Amber's Brewing Co.,78,http://beeradvocate.com/beer/profile/14127/43858/?sort=topr,American Pale Wheat Ale,0.399092886,-0.672939341,-0.661093151,0.126773248,0.005369317,0.419164849,-0.861088049
Bakalar SvetlÌ_ Leå_ÌÁk,Pivovar Rakovnik,79,http://beeradvocate.com/beer/profile/16590/40367/?sort=topr,Czech Pilsener,0.353960858,-0.509409012,-0.559421096,-0.232487787,0.109373039,0.708253985,-0.583264148
Ostalgia Rousse,Hopfenstark,81,http://beeradvocate.com/beer/profile/15526/42987/?sort=topr,Altbier,-0.03718339,-0.182348353,-0.254404932,0.355393907,0.178708854,-0.159013423,-0.583264148
Duckstein Rotblondes Original,Hanseatische GetrÌ_nke-Industrie (HGI) Holsten-Brauerei AG,82,http://beeradvocate.com/beer/profile/628/38670/?sort=topr,Altbier,-0.157535466,-0.236858463,-0.084951507,0.012462919,0.109373039,0.498007341,-0.166528295
Lobkowicz Prince,Brewery Lobkowicz,82,http://beeradvocate.com/beer/profile/167/443/?sort=topr,Maibock / Helles Bock,0.534488972,-0.591174177,0.050611233,-0.183497646,-0.133302313,0.051233222,-0.305440246
The Toasters 30th Anniversary,Ska Brewing Co.,83,http://beeradvocate.com/beer/profile/923/67213/?sort=topr,American Black Ale,-0.638943771,0.962363953,-0.728874521,-0.183497646,-0.167970221,1.338993919,-0.861088049
Mud Shark Porter,Fish Brewing Company / Fishbowl Brewpub,84,http://beeradvocate.com/beer/profile/684/3576/?sort=topr,American Porter,-0.443371647,0.744323513,-0.762765205,0.649334755,0.074705132,-0.290417575,-0.861088049
White,Brugge Brasserie,85,http://beeradvocate.com/beer/profile/11269/23299/?sort=topr,Witbier,0.504400953,-0.727449451,0.931769041,-0.542758682,0.352048392,-0.684630033,2.056062918
Propeller Pilsener,Propeller Brewery,85,http://beeradvocate.com/beer/profile/1878/40757/?sort=topr,Czech Pilsener,0.715017086,-0.809214616,-0.457749041,-0.248817834,0.213376762,0.208918205,-0.444352197
IJsbok (for SNAB),De Proefbrouwerij (bvba Andelot),89,http://beeradvocate.com/beer/profile/3521/24219/?sort=topr,Eisbock,-0.533635705,0.907853843,-0.457749041,0.584014566,-0.30664185,-0.342979236,0.250207557
Chubourbon (Old Chub,Whiskey Barrel Aged),90,http://beeradvocate.com/beer/profile/28907/42824/?sort=topr,Scotch Ale / Wee Heavy,-0.66903179,1.016874062,-0.559421096,1.00859579,0.040037224,-0.842315017,-1
Kriekenlambiek De Cam,De Cam Geuzestekerij,92,http://beeradvocate.com/beer/profile/2170/8962/?sort=topr,Lambic - Fruit,-0.127447447,0.717068459,1.575692055,-0.689729106,0.560055837,-0.842315017,-0.861088049
California Black Beer,Dale Bros. Brewery,76,http://beeradvocate.com/beer/profile/8818/40370/?sort=topr,Euro Dark Lager,0.049165869,0.35768675,-0.561058936,0.269008565,0.243405098,-0.450154222,-0.86160445
Ruby Lager,Olde Hickory Brewery,77,http://beeradvocate.com/beer/profile/7753/55134/?sort=topr,American Amber / Red Lager,0.109118204,-0.266849155,-0.459764844,0.10631516,0.277944128,0.204424085,-0.86160445
Dikke Mathile,Brouwerij Strubbe,81,http://beeradvocate.com/beer/profile/2299/17691/?sort=topr,Belgian Pale Ale,0.034177785,-0.321156625,0.384352587,-0.137724949,0.036170915,0.125874689,0.107164396
Honey Amber Ale,RJ Rockers Brewing Company,83,http://beeradvocate.com/beer/profile/4408/42314/?sort=topr,American Amber / Red Ale,0.079142037,-0.4569253,-0.729882422,0.545587355,-0.067446177,0.178240953,-0.723208901
Winter Warmer,Picaroons Brewing Co.,83,http://beeradvocate.com/beer/profile/7739/22253/?sort=topr,English Barleywine,-0.520381317,0.792146509,0.215529101,0.1225845,0.070709945,-0.188322899,-0.446417802
Elixir,Birrificio Le Baladin,84,http://beeradvocate.com/beer/profile/1675/24025/?sort=topr,Belgian Strong Pale Ale,-0.190643472,-0.103926745,0.755764257,0.203931203,-0.067446177,-0.711985545,1.491119891
Harvest Pale Ale,Bridge Road Brewers,85,http://beeradvocate.com/beer/profile/11611/49315/?sort=topr,American Pale Ale (APA),0.199046708,-0.78277012,0.688234863,-0.576997145,0.139788006,0.728086731,-0.169626703
Brewer's Art Coup De Boule,The Brewer's Art,85,http://beeradvocate.com/beer/profile/997/46760/?sort=topr,Belgian Strong Pale Ale,0.124106288,-0.29400289,-0.122117871,-0.495650442,0.347022189,-0.528703619,6.473359673
Davy Brown Ale,Figueroa Mountain Brewing Co.,86,http://beeradvocate.com/beer/profile/24600/70518/?sort=topr,American Brown Ale,-0.310548143,0.900761449,-0.459764844,0.008699116,-0.171063268,0.309156615,-0.86160445
Deckhand Belgian Saison,Lighthouse Brewing Company,86,http://beeradvocate.com/beer/profile/2385/65753/?sort=topr,Saison / Farmhouse Ale,0.229022875,-0.34831036,0.485646679,-0.316687696,-0.032907146,-0.135956634,1.214328792
Hopsquatch Barleywine,Four Peaks Brewing Company,87,http://beeradvocate.com/beer/profile/2171/22890/?sort=topr,American Barleywine,-0.625297904,-0.18538795,0.283058496,0.415432631,-0.378297451,0.83281926,-0.86160445
Aigre (Sour) Plead The 5th,Dark Horse Brewing Company,88,http://beeradvocate.com/beer/profile/1471/64854/?sort=topr,American Double / Imperial Stout,-0.61030982,1.009376389,0.755764257,0.203931203,0.277944128,-0.869084339,-0.86160445
The Count,Grimm Brothers Brewhouse,88,http://beeradvocate.com/beer/profile/23076/78637/?sort=topr,American Double / Imperial Stout,-0.820142994,1.742527234,-0.763647119,0.936051529,-0.27468036,-0.764351809,-1
Braaaiins!,Spring House Brewing Company,88,http://beeradvocate.com/beer/profile/16589/62259/?sort=topr,Pumpkin Ale,-0.205631556,0.0861494,-0.696117725,-0.349226377,-0.30921939,-0.502520486,11.17880836
Aecht Schlenkerla Rauchbier Weizen,Brauerei Heller-Trum / Schlenkerla,88,http://beeradvocate.com/beer/profile/263/1018/?sort=topr,Rauchbier,0.199046708,0.520609159,-0.189647266,-0.284149014,0.657873464,-0.869084339,0.660746594
Barrel Aged Black Sun Stout,Three Floyds Brewing Co. &amp; Brewpub,89,http://beeradvocate.com/beer/profile/26/34733/?sort=topr,Irish Dry Stout,-0.565345569,1.280913739,-0.797411816,0.919782189,-0.205602299,-0.764351809,-1
Kelso Industrial Pale Ale,Greenpoint Beerworks / Kelso of Brooklyn,93,http://beeradvocate.com/beer/profile/8768/68352/?sort=topr,American Double / Imperial IPA,-0.355512395,-0.212541685,1.194705321,-0.332957036,0.139788006,0.466255408,-0.723208901
Special Herbs (Sole Composition Series),Upright Brewing Company,94,http://beeradvocate.com/beer/profile/19866/66768/?sort=topr,Scottish Gruit / Ancient Herbed Ale,0.798570061,-0.78277012,1.228470019,-0.788498572,0.312483159,-0.685802413,0.660746594
Manly Men Beer Club El Hefe,Atlantic Brewing Company,78,http://beeradvocate.com/beer/profile/378/59505/?sort=topr,Wheatwine,-0.178708517,0.10917979,0.143747856,0.150844947,0.30762211,-0.504363003,0.654595681
Okto BraÌ_,Blue Hills Brewery,78,http://beeradvocate.com/beer/profile/19213/61970/?sort=topr,MÌ_rzen / Oktoberfest,-0.029382793,-0.053139204,-0.024450358,0.296726701,-0.07090008,-0.243501426,-0.310585133
Sea Dog Windjammer Blonde Ale,Sea Dog Brewing Company,79,http://beeradvocate.com/beer/profile/137/346/?sort=topr,American Blonde Ale,0.672448111,-0.675362013,-0.091729644,-0.384054817,-0.002077863,0.278221729,-0.58635108
Big Rock Black Amber Ale,Big Rock Brewery,79,http://beeradvocate.com/beer/profile/391/2051/?sort=topr,English Stout,-0.178708517,1.353625407,-0.663603572,0.231890366,-0.07090008,-0.634793792,-0.862117027
Lake Effect Pale Ale,Pearl Street Grill And Brewery,80,http://beeradvocate.com/beer/profile/1889/15110/?sort=topr,American Pale Ale (APA),-0.01445022,-0.431883522,0.177387499,-0.335427566,-0.139722296,1.086892618,-0.724234053
White Birch Crown Of Gold,White Birch Brewing,81,http://beeradvocate.com/beer/profile/20417/82529/?sort=topr,Rye Beer,0.090077787,-0.08019237,-0.360846786,-0.351636649,-0.036488971,0.591255621,1.068244601
Highland Lager,Rohrbach Brewing Company (Brewpub),82,http://beeradvocate.com/beer/profile/653/4677/?sort=topr,American Amber / Red Lager,0.314066373,-0.242511363,-0.529045001,0.167054031,-0.036488971,0.017360151,-0.862117027
Fest Bier MÌ_rzen Lager,Grand Teton Brewing Co.,82,http://beeradvocate.com/beer/profile/413/38373/?sort=topr,MÌ_rzen / Oktoberfest,-0.178708517,-0.350724026,-0.259927858,0.50744479,0.376444327,-0.113070637,-0.724234053
Morning Wood,Big Wood Brewery,83,http://beeradvocate.com/beer/profile/27074/78069/?sort=topr,American Stout,-0.328034241,1.056040586,-1,0.491235706,-0.277366729,-0.19132911,-0.310585133
Neustadt Big Dog Beaujolais Porter,Neustadt Springs Brewery,83,http://beeradvocate.com/beer/profile/4028/29590/?sort=topr,English Porter,-0.313101669,0.433817777,0.110108213,0.183263115,0.032333245,-0.113070637,-0.862117027
Harvest Hefeweizen,BJ's Chicago Pizza &amp; Brewery Inc.,83,http://beeradvocate.com/beer/profile/2710/10646/?sort=topr,Hefeweizen,0.493257242,-0.458936688,-0.058090001,-0.578563822,0.066744353,-0.478276845,5.204733803
Wild Oats Series No. 13,Weiss O'Lantern,85,http://beeradvocate.com/beer/profile/15435/73739/?sort=topr,Pumpkin Ale,-0.07418051,-0.729468344,-0.125369287,-0.659609241,0.445266543,-0.921741527,13.61559518
Gordon Highland Scotch Ale (John Martin N.V.),The Caledonian Brewery Company Limited,85,http://beeradvocate.com/beer/profile/342/13584/?sort=topr,Scotch Ale / Wee Heavy,-0.581887972,0.78550893,-0.192648572,0.393981204,-0.07090008,-0.165242953,-0.034819186
Scarlet Fire Rauchbier,Victory Brewing Company,85,http://beeradvocate.com/beer/profile/345/9500/?sort=topr,Rauchbier,0.328998946,-0.404830357,-0.596324286,0.215681282,0.548499867,-0.347846057,-0.724234053
Black Pilsner,Brew Brothers Brewery,85,http://beeradvocate.com/beer/profile/4696/10219/?sort=topr,Schwarzbier,-0.178708517,0.596136771,-0.629963929,0.37777212,-0.311777837,-0.060898322,-0.448468106
Summit 100% Organic Ale,Summit Brewing Company,86,http://beeradvocate.com/beer/profile/467/91168/?sort=topr,American IPA,-0.044315365,-0.404830357,0.379225356,-0.432682068,-0.24295562,1.217323407,-0.862117027
Crooked Tooth Pumpkin Ale,Phillips Brewing Company,87,http://beeradvocate.com/beer/profile/2675/45654/?sort=topr,Pumpkin Ale,-0.01445022,-0.485989854,-0.360846786,-0.432682068,-0.208544512,-0.713052265,12.37464842
Barley's Double Dog Dare Imperial IPA,Barley's Smokehouse and Brewpub,89,http://beeradvocate.com/beer/profile/1513/31982/?sort=topr,American Double / Imperial IPA,-0.477359965,-0.242511363,1.119297498,-0.14091856,-0.311777837,0.852117199,-1
OppigÌ´rds Amarillo,OppigÌ´rds Bryggeri AB,89,http://beeradvocate.com/beer/profile/10903/53576/?sort=topr,American Pale Ale (APA),-0.089113082,-0.485989854,1.186576783,-0.335427566,0.066744353,0.38256636,-1
Black Galaxy,Half Pints Brewing Company,90,http://beeradvocate.com/beer/profile/14078/79527/?sort=topr,American Black Ale,-0.626685689,0.677296267,0.379225356,-0.157127644,-0.346188945,0.826031041,-0.862117027
Space Station: Middle Finger,Three Floyds Brewing Co. &amp; Brewpub,96,http://beeradvocate.com/beer/profile/26/91358/?sort=topr,American Pale Ale (APA),0.060212642,-0.621255682,1.085657855,-0.546145655,-0.277366729,0.826031041,-0.448468106
Rio Grande Pancho Verde Chile Cerveza,Sierra Blanca Brewing Company (Rio Grande),78,http://beeradvocate.com/beer/profile/3239/55779/?sort=topr,Chile Beer,1.231620602,-0.784373293,-0.564298353,-0.450924764,0.439933456,-0.584161619,0.098993441
Mountain Goat Pale Ale,Mountain Goat Beer Pty Ltd,78,http://beeradvocate.com/beer/profile/1540/5337/?sort=topr,English Pale Ale,0.487747068,-0.649606601,0.340620452,-0.547820394,-0.074328493,0.507414133,-0.313129099
Weizen Bock,Scuttlebutt Brewing Company,78,http://beeradvocate.com/beer/profile/1397/13615/?sort=topr,Weizenbock,-0.404901173,-0.326166539,0.407651474,0.049702657,0.474217586,-0.116343439,2.022231963
Rapscallion Honey,Rapscallion,80,http://beeradvocate.com/beer/profile/18639/46292/?sort=topr,American Pale Ale (APA),0.696031657,-0.622653262,-0.597813864,-0.079491516,0.337081066,-0.116343439,-0.86262582
Rise To The Top,Third Street Brewhouse,80,http://beeradvocate.com/beer/profile/29402/82947/?sort=topr,Cream Ale,0.725786599,-0.002726478,-0.396720797,-0.354029134,0.028523897,-0.32426263,-0.450503279
Citra Pale Ale,Free Will Brewing Company,81,http://beeradvocate.com/beer/profile/28091/77869/?sort=topr,American Pale Ale (APA),0.190197654,-0.541793247,0.742806587,-0.418626221,-0.108612622,0.533404032,-0.86262582
Hudson Pale Ale,New Jersey Beer Company,81,http://beeradvocate.com/beer/profile/22617/57690/?sort=topr,American Pale Ale (APA),0.130687772,-0.568746585,0.474682497,-0.450924764,0.234228677,0.663353526,-0.86262582
Duchessa,Birra Del Borgo,81,http://beeradvocate.com/beer/profile/14046/72361/?sort=topr,Saison / Farmhouse Ale,0.115810301,-0.541793247,0.575229031,-0.144088603,0.337081066,-0.532181821,2.022231963
Thurn Und Taxis Roggen,Thurn Und Taxis Regensburg Gmbh FÌ_rstliche Brauerei,85,http://beeradvocate.com/beer/profile/871/31052/?sort=topr,Roggenbier,-0.018086935,0.078133537,-0.028050172,-0.176387146,0.268512806,-0.55817172,3.258599584
Moat Hoffman Weiss,Moat Mountain Smoke House &amp; Brewing Co.,86,http://beeradvocate.com/beer/profile/451/2676/?sort=topr,Hefeweizen,0.547256951,-0.541793247,0.474682497,-0.596268209,-0.074328493,-0.792080809,5.319212286
Grande Armada RÌ©serve,Benelux Brewpub &amp; CafÌ©,88,http://beeradvocate.com/beer/profile/13804/69037/?sort=topr,American Strong Ale,-0.509043468,1.291033766,-0.698360398,0.46958372,0.165660417,-0.55817172,-0.72525164
Sensory Series V.1,Lower Dens,88,http://beeradvocate.com/beer/profile/22150/88476/?sort=topr,Herbed / Spiced Beer,0.443114656,-0.407026555,0.474682497,-0.531671122,0.199944547,-0.272282832,1.197986882
Pioneer Doublebock,Pioneer Brewing Co.,89,http://beeradvocate.com/beer/profile/85/23696/?sort=topr,Doppelbock,-0.583430821,0.455480275,-0.932968977,1.244748759,-0.040044363,-0.506191922,-0.86262582
"Great Lakes Hop Madness (""Quitness"")",Great Lakes Brewing Company,91,http://beeradvocate.com/beer/profile/73/62968/?sort=topr,American IPA,-0.196616583,-0.676559939,1.647725392,-0.467074036,-0.142896752,0.767313121,-1
EZ Ryeder,Cambridge Brewing Company,91,http://beeradvocate.com/beer/profile/14/17183/?sort=topr,Rye Beer,0.011668006,-0.460933232,0.005465339,-0.499372579,-0.485738051,1.572999985,0.098993441
Peg's G.O.O.D. Dancing Cody IPA,Peg's Cantina &amp; Brewpub,93,http://beeradvocate.com/beer/profile/22147/60128/?sort=topr,American IPA,-0.137106701,-0.514839908,1.446632325,-0.563969666,-0.348601532,0.949242413,-0.86262582
Oak Aged Bretta,Logsdon Farmhouse Ales,95,http://beeradvocate.com/beer/profile/25710/85689/?sort=topr,Saison / Farmhouse Ale,-0.166861642,0.617200305,1.144992723,-0.273282776,-0.142896752,-0.844060607,1.060612702
Afterburner IPA,Flyers Restaurant And Brewery,75,http://beeradvocate.com/beer/profile/14503/54436/?sort=topr,American IPA,-0.214392973,-0.355498114,0.402476285,-0.29204443,0.09305873,0.916181733,-0.589392616
Boris Organic,Brasserie de Saverne,75,http://beeradvocate.com/beer/profile/3218/52472/?sort=topr,Euro Pale Lager,1.075188373,-0.624040566,-0.19858498,-0.501213121,0.024742559,-0.145486524,-1
Tatra Mocne,Zywiec Breweries PLC (Heineken),76,http://beeradvocate.com/beer/profile/623/21793/?sort=topr,Euro Strong Lager,0.541568506,-0.355498114,-0.73286166,0.094113154,0.09305873,-0.119592177,-0.726261744
Cookie Beer,Brasserie D'Ecaussinnes,77,http://beeradvocate.com/beer/profile/4260/38642/?sort=topr,Belgian Strong Pale Ale,-0.34779794,-0.03324717,0.302299408,0.094113154,0.195532986,-0.663373479,4.064157736
Captain Elizur's Heritage Red Ale,"Paper City Brewery Co., Inc.",78,http://beeradvocate.com/beer/profile/123/25943/?sort=topr,Flanders Red Ale,-0.34779794,0.181586792,1.637991108,-0.163325235,0.263849156,-0.689267827,-0.452523488
Cyclops IPA,Cascade Lakes Brewing Co.,79,http://beeradvocate.com/beer/profile/1043/75475/?sort=topr,American IPA,-0.140279102,-0.624040566,0.769791503,-0.436853524,-0.043573611,1.123336515,-0.726261744
Amsterdam Framboise,Amsterdam Brewing Company,80,http://beeradvocate.com/beer/profile/769/3878/?sort=topr,Fruit / Vegetable Beer,0.141353605,-0.167518397,0.970145258,-0.372493926,0.707904266,-0.585690436,-1
Heartland Brewery Rooster Red Ale,Heartland Brewery Union Square,81,http://beeradvocate.com/beer/profile/766/2341/?sort=topr,American Amber / Red Ale,-0.169924651,0.127878301,-0.766253952,0.496360637,0.058900645,0.087562605,-0.863130872
Harbor Ale,Greenport Harbor Brewing Company,81,http://beeradvocate.com/beer/profile/20766/52157/?sort=topr,American Pale Ale (APA),0.80837844,-0.677749057,-0.59929249,-0.452943423,-0.180205953,0.760815647,-1
St Martin CuvÌ©e De NoÌÇl,Brasserie De Brunehaut,82,http://beeradvocate.com/beer/profile/3461/51353/?sort=topr,Belgian Strong Dark Ale,-0.525671229,0.342712263,-0.231977272,0.110203053,0.468797668,-0.922316957,6.117194656
Ego Disillusionment,Tired Hands Brewing Company,82,http://beeradvocate.com/beer/profile/28383/88820/?sort=topr,Berliner Weissbier,1.090011148,-0.946291509,1.80495257,-0.806921208,-0.043573611,-0.870528261,-1
Triangle White Ale,Triangle Brewing Company,83,http://beeradvocate.com/beer/profile/16186/43429/?sort=topr,Witbier,0.793555666,-0.731457547,0.636222333,-0.646022215,0.09305873,-0.974105652,4.064157736
Irish Red,Rubicon Brewing Company,84,http://beeradvocate.com/beer/profile/5337/29243/?sort=topr,American Amber / Red Ale,-0.125456328,0.074169811,-0.131800395,-0.05069594,-0.180205953,0.657238256,-1
Hefeweizen,Iron Hill Brewery &amp; Restaurant,84,http://beeradvocate.com/beer/profile/6045/40703/?sort=topr,Hefeweizen,0.660150699,-0.677749057,0.20212253,-0.565572718,-0.111889782,-0.792845218,5.980325528
Mort Subite Oude Gueuze,Brouwerij Mort Subite,85,http://beeradvocate.com/beer/profile/654/30741/?sort=topr,Gueuze,0.259935798,-0.382352359,1.871737155,-0.324224228,-0.077731697,-0.818739566,-0.726261744
Freigeist Ottekolong,Gasthaus-Brauerei Braustelle,85,http://beeradvocate.com/beer/profile/10574/83613/?sort=topr,KÌ_lsch,0.80837844,-0.758311793,0.268907115,-0.469033322,-0.043573611,-0.016014786,-0.452523488
Old Smoked Bock,Meantime Brewing Company Limited,85,http://beeradvocate.com/beer/profile/5062/30047/?sort=topr,Bock,0.067239735,-0.248081133,-0.265369565,0.255012147,0.298007242,-0.274958263,-0.178785232
Charbonniere,Brasserie Dieu Du Ciel,85,http://beeradvocate.com/beer/profile/1141/3571/?sort=topr,Smoked Beer,0.052416961,0.208441037,-0.565900197,0.19065255,0.537113839,-0.585690436,0.094953024
Jambe De Bois,Brasserie de la Senne,86,http://beeradvocate.com/beer/profile/16320/48965/?sort=topr,Tripel,0.082062509,-0.221226887,0.3356917,-0.372493926,-0.043573611,0.268823039,0.916167792
Slumbrew Trekker Tripel,Somerville Brewing Company (Slumbrew),87,http://beeradvocate.com/beer/profile/27016/80672/?sort=topr,Tripel,0.141353605,-0.462915095,0.235514823,0.013663658,-0.077731697,-0.249063915,1.600513432
EOS Hefeweizen,Nebraska Brewing Company,87,http://beeradvocate.com/beer/profile/16504/50882/?sort=topr,Hefeweizen,0.749087343,-0.731457547,0.101945653,-0.646022215,0.332165327,-0.715162175,4.337895992
Hops Kill ?,BrewDog,88,http://beeradvocate.com/beer/profile/16315/74162/?sort=topr,American Amber / Red Ale,-0.614607873,0.101024056,0.268907115,-0.163325235,-0.077731697,1.226913906,-0.726261744
Saucerful O' Secrets,Firestone Walker Brewing Co.,88,http://beeradvocate.com/beer/profile/2210/41087/?sort=topr,Quadrupel (Quad),-0.510848455,0.664963207,-0.265369565,0.625079832,-0.282680208,-0.43032435,0.505560408
Toast (Slightly Burnt),Moonlight Brewing Company,90,http://beeradvocate.com/beer/profile/763/22175/?sort=topr,American Amber / Red Lager,-0.110633554,0.342712263,-0.365546442,0.126292953,-0.453470635,0.37240043,-0.452523488
6th Anniversary Ale (Dirty Hippie Imperial Red Ale),Kern River Brewing Company,94,http://beeradvocate.com/beer/profile/14064/79810/?sort=topr,American Amber / Red Ale,-0.258861295,-0.301789623,0.536045455,-0.131145436,-0.111889782,0.812604342,-1
Original Ale,Boxcar Brewing Co.,75,http://beeradvocate.com/beer/profile/22903/58726/?sort=topr,English Pale Mild Ale,0.535921735,-0.678929463,0.596958868,-0.26257575,0.123087816,-0.277614094,-0.727264448
Bise Noire,Brasserie Trois Dames,76,http://beeradvocate.com/beer/profile/17998/60763/?sort=topr,American Double / Imperial Stout,-0.424029349,1.033446733,0.031369269,-0.134328054,0.020988924,-0.174416107,0.500045535
La Dragonne,BFM Brasserie Des Franches-Montagnes,79,http://beeradvocate.com/beer/profile/2958/30972/?sort=topr,Herbed / Spiced Beer,-0.630788044,0.926423221,-0.334600472,-0.198451902,0.15712078,-0.638807047,6.909331001
Renegade Red Ale,Yellowstone Valley Brewing Co.,80,http://beeradvocate.com/beer/profile/1125/5704/?sort=topr,Irish Red Ale,-0.305881524,-0.331103048,-0.234790542,0.426755615,-0.081109969,0.289974833,0.636413311
Abbey Roade,Appalachian Brewing Company,81,http://beeradvocate.com/beer/profile/18968/8929/?sort=topr,Dubbel,-0.438797828,0.043479245,-0.401140425,0.490879463,0.225186708,-0.251814597,1.727355518
Bavik Witte Ezel (White Donkey),Brouwerij Bavik,81,http://beeradvocate.com/beer/profile/718/6159/?sort=topr,Witbier,0.388236953,-0.277591292,0.929658632,-0.583194989,0.123087816,-0.561408557,1.454619966
Throwback Fat Alberta Imperial Stout,Throwback Brewery,82,http://beeradvocate.com/beer/profile/24690/71911/?sort=topr,American Double / Imperial Stout,-0.497871741,1.381273148,-0.800380142,0.362631767,0.089054852,-0.30341359,-1
Throwback Maple-Kissed Wheat Porter,Throwback Brewery,82,http://beeradvocate.com/beer/profile/24690/71909/?sort=topr,American Porter,-0.601251088,0.872911465,-0.900190071,0.891653512,-0.047077005,-0.45821057,-0.181793345
Flagship Ale,Grey Sail Brewing of Rhode Island,82,http://beeradvocate.com/beer/profile/27710/76988/?sort=topr,Cream Ale,0.816522821,-0.03678839,-0.866920094,-0.26257575,-0.251274789,0.057779363,-0.863632224
(512) Pale,(512) Brewing Company,83,http://beeradvocate.com/beer/profile/17863/43534/?sort=topr,American Pale Ale (APA),-0.010511959,-0.571905951,0.397339009,-0.230513826,-0.081109969,0.883363256,-1
Slaapmutske Dry-Hopped Lager,Brouwerij Slaapmutske,83,http://beeradvocate.com/beer/profile/4992/60365/?sort=topr,Czech Pilsener,0.565458691,-0.652173585,-0.367870448,-0.519071141,-0.013044041,0.909162752,-0.727264448
Shackmeister Ale,Brooklyn Brewery,84,http://beeradvocate.com/beer/profile/45/44670/?sort=topr,American Pale Ale (APA),0.284857605,-0.571905951,-0.134980613,-0.166389978,-0.047077005,0.547969799,-0.454528896
Peeping Peater Scotch Ale,Port Townsend Brewing Company,84,http://beeradvocate.com/beer/profile/1387/4281/?sort=topr,Scotch Ale / Wee Heavy,-0.468334784,0.364549781,-0.900190071,0.95577736,0.225186708,-0.355012584,-1
Spezial Pilsner,Einhorn Beer Company,85,http://beeradvocate.com/beer/profile/18079/45321/?sort=topr,German Pilsener,0.683606517,-0.545150073,-0.500950354,-0.294637674,-0.013044041,0.238375839,-0.181793345
La Choulette Framboise,Brasserie La Choulette,86,http://beeradvocate.com/beer/profile/1682/12021/?sort=topr,Fruit / Vegetable Beer,0.240552171,-0.30434717,0.29752908,0.05804349,0.871813027,-0.948401007,-0.863632224
Drake's Jolly Rodger American Barleywine 2012,Drake's Brewing Co.,87,http://beeradvocate.com/beer/profile/3835/87683/?sort=topr,American Barleywine,-0.483103262,-0.117056024,-0.134980613,0.106136376,-0.115142933,0.934962249,0.227309983
Pumpkin Ale,Bootlegger's Brewery,87,http://beeradvocate.com/beer/profile/17271/54711/?sort=topr,Pumpkin Ale,-0.409260871,-0.411370683,-0.401140425,-0.358761521,0.089054852,-0.896802013,14.95502978
Cerasus,Logsdon Farmhouse Ales,88,http://beeradvocate.com/beer/profile/25710/79904/?sort=topr,Flanders Red Ale,0.07809891,0.123746879,0.929658632,-0.134328054,0.361318565,-0.896802013,-0.727264448
Huvila John Golding E.S.B.,MalmgÌ´rdin Panimo,88,http://beeradvocate.com/beer/profile/13629/29824/?sort=topr,Extra Special / Strong Bitter (ESB),-0.305881524,-0.117056024,-0.001900708,-0.006080358,0.020988924,0.676967282,-0.181793345
SAVOR Flowers,Boston Beer Company (Samuel Adams),76,http://beeradvocate.com/beer/profile/35/69739/?sort=topr,Scottish Gruit / Ancient Herbed Ale,0.530316181,-0.386860736,-0.602217362,0.086126927,0.52589403,-0.717241283,0.494570916
D' Inn'Staade,Innstadt Brauerei,79,http://beeradvocate.com/beer/profile/6052/27676/?sort=topr,Bock,0.1035934,-0.360202507,0.027605147,0.485438297,-0.118372338,-0.537303918,-0.048909417
Neuschwansteiner Weihnachts-Bier,Der HirschBrau/Privatbrauerei HÌ_ss,79,http://beeradvocate.com/beer/profile/620/21143/?sort=topr,MÌ_rzen / Oktoberfest,-0.11712528,0.013012697,-0.237583278,0.181961656,0.085080199,-0.048902497,0.358700833
Organic Free Range Red,Laurelwood Public House &amp; Brewery,82,http://beeradvocate.com/beer/profile/16289/66177/?sort=topr,American Amber / Red Ale,-0.323129381,-0.253569591,-0.502771703,0.19793411,0.017262687,1.005016357,-0.728259833
Blonde Ale,Wind River Brewing Company,82,http://beeradvocate.com/beer/profile/13446/60129/?sort=topr,American Blonde Ale,0.677461968,-0.626784796,-0.46962315,-0.297211989,0.085080199,0.208150882,-0.048909417
Island Reserve: Wet Hopped Very Brown India Pale Ale,Cisco Brewers Inc.,82,http://beeradvocate.com/beer/profile/261/74364/?sort=topr,American Brown Ale,-0.499704325,0.759443106,-0.535920256,-0.361101808,0.017262687,1.262069736,-0.728259833
Point Loma Porter,Coronado Brewing Company,83,http://beeradvocate.com/beer/profile/2447/13965/?sort=topr,American Porter,-0.234841909,0.919392479,-0.966851447,0.357658658,-0.118372338,-0.048902497,-0.864129917
Piper Down Scottish Ale,Ballast Point Brewing Company,83,http://beeradvocate.com/beer/profile/199/10400/?sort=topr,Scottish Ale,-0.264271067,0.1996203,-0.602217362,0.725025119,0.017262687,-0.408777228,-0.1847795
